review_text,rating,sentiment,reviewer_name,date,hotel_name,original_text,original_length,original_word_count,cleaned_text,cleaned_length,cleaned_word_count,length_reduction,word_reduction,review_length,word_count,avg_word_length,sentence_count,exclamation_count,question_count,uppercase_count,uppercase_ratio,cluster,cluster_name
Excellent hotel with great amenities. The spa treatment was wonderful.,4,positive,Ashley D.,2024-03-22,Ocean Breeze Resort,Excellent hotel with great amenities. The spa treatment was wonderful.,70,10,excel hotel great amen spa treatment wonder,43,7,27,3,70,10,6.363636363636363,3,0,0,2,0.028169014084507043,3,Service & Staff Quality
Standard hotel with basic amenities. Good for budget travelers.,3,neutral,Nicole S.,2022-07-23,Downtown Lodge,Standard hotel with basic amenities. Good for budget travelers.,63,9,standard hotel basic amen good budget travel,44,7,19,2,63,9,6.3,3,0,0,2,0.03125,3,Service & Staff Quality
" Considering everything, standard hotel with basic amenities. good for budget travelers.",3,neutral,Amanda C.,2020-10-06,Grand Plaza Hotel," Considering everything, standard hotel with basic amenities. good for budget travelers.",88,11,consid everyth standard hotel basic amen good budget travel,59,9,29,2,88,11,7.333333333333333,3,0,0,1,0.011235955056179775,3,Service & Staff Quality
The hotel was not as advertised. Misleading photos and rude staff.,1,negative,Amanda C.,2022-05-26,Royal Palace Hotel,The hotel was not as advertised. Misleading photos and rude staff.,66,11,hotel advertis mislead photo rude staff,39,6,27,5,66,11,5.5,3,0,0,2,0.029850746268656716,3,Service & Staff Quality
The hotel was fine for the price. Some areas need updating.,3,neutral,Jennifer L.,2024-05-09,Mountain View Inn,The hotel was fine for the price. Some areas need updating.,59,11,hotel fine price area need updat,32,6,27,5,59,11,4.916666666666667,3,0,0,2,0.03333333333333333,3,Service & Staff Quality
Beautiful hotel in a great location. The rooftop bar had amazing views.,5,positive,Emily R.,2024-11-09,Downtown Lodge,Beautiful hotel in a great location. The rooftop bar had amazing views.,71,12,beauti hotel great locat rooftop bar amaz view,46,8,25,4,71,12,5.461538461538462,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
Decent hotel in a convenient location. The room was okay but could be cleaner.,3,neutral,John D.,2023-06-16,The Metropolitan,Decent hotel in a convenient location. The room was okay but could be cleaner.,78,14,decent hotel conveni locat room okay could cleaner,50,8,28,6,78,14,5.2,3,0,0,2,0.02531645569620253,3,Service & Staff Quality
"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",4,positive,Robert H.,2022-03-07,Ocean Breeze Resort,"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",86,12,hotel absolut amaz great servic friend staff perfect locat,58,9,28,3,86,12,6.615384615384615,3,1,0,2,0.022988505747126436,3,Service & Staff Quality
Standard hotel with basic amenities. Good for budget travelers.,3,neutral,Brian M.,2020-07-10,The Metropolitan,Standard hotel with basic amenities. Good for budget travelers.,63,9,standard hotel basic amen good budget travel,44,7,19,2,63,9,6.3,3,0,0,2,0.03125,3,Service & Staff Quality
" I would say horrible stay. noisy, dirty, and the staff was extremely rude.",2,negative,Lisa P.,2024-05-14,Harbor View Hotel," I would say horrible stay. noisy, dirty, and the staff was extremely rude.",75,13,would say horribl stay noisi dirti staff extrem rude,52,9,23,4,75,13,5.357142857142857,3,0,0,1,0.013157894736842105,3,Service & Staff Quality
Excellent hotel with great amenities. The spa treatment was wonderful.,5,positive,Kevin J.,2023-07-23,Ocean Breeze Resort,Excellent hotel with great amenities. The spa treatment was wonderful.,70,10,excel hotel great amen spa treatment wonder,43,7,27,3,70,10,6.363636363636363,3,0,0,2,0.028169014084507043,3,Service & Staff Quality
Modern room but the bathroom was not clean. Disappointing. Will come back.,4,positive,Nicole S.,2023-12-27,Ocean Breeze Resort,Modern room but the bathroom was not clean. Disappointing. Will come back.,74,12,modern room bathroom clean disappoint come back,47,7,27,5,74,12,5.6923076923076925,4,0,0,3,0.04,1,Cleanliness & Room Quality
" Overall, the hotel met our basic needs. the staff was polite but not memorable.",3,neutral,David K.,2021-10-16,Luxury Stay Hotel," Overall, the hotel met our basic needs. the staff was polite but not memorable.",80,14,overal hotel met basic need staff polit memor,45,8,35,6,80,14,5.333333333333333,3,0,0,1,0.012345679012345678,3,Service & Staff Quality
Wonderful hotel with great facilities. The pool and gym were excellent.,5,positive,John D.,2020-06-02,Luxury Stay Hotel,Wonderful hotel with great facilities. The pool and gym were excellent.,71,11,wonder hotel great facil pool gym excel,39,7,32,4,71,11,5.916666666666667,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
" I must say terrible location, noisy throughout the night. would not stay here again.",1,negative,Ashley D.,2023-09-19,Grand Plaza Hotel," I must say terrible location, noisy throughout the night. would not stay here again.",85,14,must say terribl locat noisi throughout night would stay,56,9,29,5,85,14,5.666666666666667,3,0,0,1,0.011627906976744186,3,Service & Staff Quality
Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,4,positive,Eric S.,2020-05-04,Sunset Beach Hotel,Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,80,11,perfect getaway hotel exceed expect recommend friend,52,7,28,4,80,11,6.666666666666667,4,1,0,3,0.037037037037037035,0,"Topic: getaway, exceed, expect"
Standard accommodation. The wifi was slow but the bed was comfortable.,3,neutral,Daniel F.,2022-10-16,Luxury Stay Hotel,Standard accommodation. The wifi was slow but the bed was comfortable.,70,11,standard accommod wifi slow bed comfort,39,6,31,5,70,11,5.833333333333333,3,0,0,2,0.028169014084507043,4,Room & Comfort
Excellent hotel with great amenities. The spa treatment was wonderful. Would recommend.,4,positive,Robert H.,2023-06-26,Grand Plaza Hotel,Excellent hotel with great amenities. The spa treatment was wonderful. Would recommend.,87,12,excel hotel great amen spa treatment wonder would recommend,59,9,28,3,87,12,6.6923076923076925,4,0,0,3,0.03409090909090909,3,Service & Staff Quality
The room was clean but small. The location was convenient.,3,neutral,Eric S.,2020-06-11,Grand Plaza Hotel,The room was clean but small. The location was convenient.,58,10,room clean small locat conveni,30,5,28,5,58,10,5.2727272727272725,3,0,0,2,0.03389830508474576,1,Cleanliness & Room Quality
The best hotel I've ever stayed at. Everything was perfect from check-in to check-out. Worth the money.,5,positive,Kevin J.,2021-12-15,The Metropolitan,The best hotel I've ever stayed at. Everything was perfect from check-in to check-out. Worth the money.,103,17,best hotel ever stay everyth perfect check check worth money,60,10,43,7,103,17,5.722222222222222,4,0,0,4,0.038461538461538464,3,Service & Staff Quality
Great value for money! The room was spacious and modern. Staff were very friendly. A bit pricey.,5,positive,Brian M.,2024-05-11,Sunset Beach Hotel,Great value for money! The room was spacious and modern. Staff were very friendly. A bit pricey.,96,17,great valu money room spacious modern staff friend bit pricey,61,10,35,7,96,17,5.333333333333333,5,1,0,4,0.041237113402061855,3,Service & Staff Quality
The hotel was not as advertised. Misleading photos and rude staff.,2,negative,Robert H.,2022-03-04,Crystal Palace Hotel,The hotel was not as advertised. Misleading photos and rude staff.,66,11,hotel advertis mislead photo rude staff,39,6,27,5,66,11,5.5,3,0,0,2,0.029850746268656716,3,Service & Staff Quality
The room smelled bad and was not cleaned properly. Very disappointed. Good value.,2,negative,Daniel F.,2022-02-13,Grand Plaza Hotel,The room smelled bad and was not cleaned properly. Very disappointed. Good value.,81,13,room smell bad clean proper disappoint good valu,48,8,33,5,81,13,5.785714285714286,4,0,0,3,0.036585365853658534,1,Cleanliness & Room Quality
Standard accommodation. The wifi was slow but the bed was comfortable. Would recommend.,3,neutral,Sarah M.,2023-02-05,Mountain View Inn,Standard accommodation. The wifi was slow but the bed was comfortable. Would recommend.,87,13,standard accommod wifi slow bed comfort would recommend,55,8,32,5,87,13,6.214285714285714,4,0,0,3,0.03409090909090909,4,Room & Comfort
"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",5,positive,James W.,2021-11-21,Royal Gardens Hotel,"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",86,12,hotel absolut amaz great servic friend staff perfect locat,58,9,28,3,86,12,6.615384615384615,3,1,0,2,0.022988505747126436,3,Service & Staff Quality
The room smelled bad and was not cleaned properly. Very disappointed.,1,negative,Laura B.,2020-01-10,Park View Hotel,The room smelled bad and was not cleaned properly. Very disappointed.,69,11,room smell bad clean proper disappoint,38,6,31,5,69,11,5.75,3,0,0,2,0.02857142857142857,1,Cleanliness & Room Quality
Standard accommodation. The wifi was slow but the bed was comfortable.,3,neutral,Daniel F.,2023-12-17,Crystal Palace Hotel,Standard accommodation. The wifi was slow but the bed was comfortable.,70,11,standard accommod wifi slow bed comfort,39,6,31,5,70,11,5.833333333333333,3,0,0,2,0.028169014084507043,4,Room & Comfort
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",5,positive,Laura B.,2022-09-05,Mountain View Inn,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",85,14,room spotless bed comfort staff incred help,43,7,42,7,85,14,5.666666666666667,2,0,0,1,0.011627906976744186,4,Room & Comfort
" Overall, the hotel was absolutely amazing! great service, friendly staff, and perfect location.",4,positive,Eric S.,2022-07-23,Budget Inn Express," Overall, the hotel was absolutely amazing! great service, friendly staff, and perfect location.",96,13,overal hotel absolut amaz great servic friend staff perfect locat,65,10,31,3,96,13,6.857142857142857,3,1,0,1,0.010309278350515464,3,Service & Staff Quality
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",4,positive,John D.,2023-10-09,Park View Hotel,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",85,14,room spotless bed comfort staff incred help,43,7,42,7,85,14,5.666666666666667,2,0,0,1,0.011627906976744186,4,Room & Comfort
"Amazing experience! Clean rooms, helpful staff, and delicious breakfast. Will come back.",4,positive,Emily R.,2024-01-07,Luxury Stay Hotel,"Amazing experience! Clean rooms, helpful staff, and delicious breakfast. Will come back.",88,12,amaz experi clean room help staff delici breakfast come back,60,10,28,2,88,12,6.769230769230769,4,1,0,3,0.033707865168539325,4,Room & Comfort
"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",5,positive,John D.,2023-10-19,Golden Star Hotel,"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",86,12,hotel absolut amaz great servic friend staff perfect locat,58,9,28,3,86,12,6.615384615384615,3,1,0,2,0.022988505747126436,3,Service & Staff Quality
"Perfect location, beautiful views, and exceptional service. Highly recommended!",4,positive,Kevin J.,2023-05-10,Royal Gardens Hotel,"Perfect location, beautiful views, and exceptional service. Highly recommended!",79,9,perfect locat beauti view except servic high recommend,54,8,25,1,79,9,7.9,3,1,0,2,0.025,2,"Topic: beauti, perfect, servic"
Amazing pool and facilities but the room was not soundproofed.,4,positive,Laura B.,2023-12-14,Sunset Beach Hotel,Amazing pool and facilities but the room was not soundproofed.,62,10,amaz pool facil room soundproof,31,5,31,5,62,10,5.636363636363637,2,0,0,1,0.015873015873015872,3,Service & Staff Quality
Reasonable stay for the price. The breakfast was average.,3,neutral,Chris T.,2020-09-18,Grand Plaza Hotel,Reasonable stay for the price. The breakfast was average.,57,9,reason stay price breakfast averag,34,5,23,4,57,9,5.7,3,0,0,2,0.034482758620689655,3,Service & Staff Quality
An average experience. The price was fair for what we got. Would visit again.,3,neutral,Chris T.,2020-07-04,Harbor View Hotel,An average experience. The price was fair for what we got. Would visit again.,77,14,averag experi price fair got would visit,40,7,37,7,77,14,5.133333333333334,4,0,0,3,0.038461538461538464,3,Service & Staff Quality
Very disappointed. The room was not as described and the bathroom was filthy. A bit pricey.,1,negative,Sarah M.,2022-07-21,Royal Palace Hotel,Very disappointed. The room was not as described and the bathroom was filthy. A bit pricey.,91,16,disappoint room describ bathroom filthi bit pricey,50,7,41,9,91,16,5.352941176470588,4,0,0,3,0.03260869565217391,3,Service & Staff Quality
The service was impeccable. The staff remembered our preferences from our last stay.,5,positive,Kevin J.,2022-08-15,Ocean Breeze Resort,The service was impeccable. The staff remembered our preferences from our last stay.,84,13,servic impecc staff rememb prefer last stay,43,7,41,6,84,13,6.0,3,0,0,2,0.023529411764705882,3,Service & Staff Quality
" To be honest, the service was excellent but the hotel lacked basic amenities.",4,positive,James W.,2022-07-03,Golden Star Hotel," To be honest, the service was excellent but the hotel lacked basic amenities.",78,13,honest servic excel hotel lack basic amen,41,7,37,6,78,13,5.571428571428571,2,0,0,1,0.012658227848101266,3,Service & Staff Quality
"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back. Could be better.",5,positive,Kevin J.,2022-10-15,Downtown Lodge,"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back. Could be better.",111,16,excel stay room clean comfort well equip definit come back could better,71,12,40,4,111,16,6.529411764705882,5,1,0,4,0.03571428571428571,1,Cleanliness & Room Quality
" Overall, horrible stay. noisy, dirty, and the staff was extremely rude.",2,negative,Robert H.,2024-08-23,Budget Inn Express," Overall, horrible stay. noisy, dirty, and the staff was extremely rude.",72,11,overal horribl stay noisi dirti staff extrem rude,49,8,23,3,72,11,6.0,3,0,0,1,0.0136986301369863,3,Service & Staff Quality
" To be honest, perfect location, beautiful views, and exceptional service. highly recommended!",5,positive,Kevin J.,2020-12-24,Mountain View Inn," To be honest, perfect location, beautiful views, and exceptional service. highly recommended!",94,12,honest perfect locat beauti view except servic high recommend,61,9,33,3,94,12,7.230769230769231,3,1,0,1,0.010526315789473684,2,"Topic: beauti, perfect, servic"
"Complete waste of money. The room was tiny, dirty, and the breakfast was awful.",1,negative,Jennifer L.,2024-12-08,Golden Star Hotel,"Complete waste of money. The room was tiny, dirty, and the breakfast was awful.",79,14,complet wast money room tini dirti breakfast aw,47,8,32,6,79,14,5.266666666666667,3,0,0,2,0.025,3,Service & Staff Quality
"Amazing experience! Clean rooms, helpful staff, and delicious breakfast.",4,positive,Nicole S.,2024-01-11,Harbor View Hotel,"Amazing experience! Clean rooms, helpful staff, and delicious breakfast.",72,9,amaz experi clean room help staff delici breakfast,50,8,22,1,72,9,7.2,3,1,0,2,0.0273972602739726,4,Room & Comfort
Great value for money! The room was spacious and modern. Staff were very friendly.,4,positive,Amanda C.,2023-10-08,Grand Plaza Hotel,Great value for money! The room was spacious and modern. Staff were very friendly.,82,14,great valu money room spacious modern staff friend,50,8,32,6,82,14,5.466666666666667,4,1,0,3,0.03614457831325301,3,Service & Staff Quality
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",5,positive,Ashley D.,2023-08-04,Luxury Stay Hotel,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",85,14,room spotless bed comfort staff incred help,43,7,42,7,85,14,5.666666666666667,2,0,0,1,0.011627906976744186,4,Room & Comfort
Excellent hotel with great amenities. The spa treatment was wonderful.,4,positive,Sarah M.,2022-02-01,City Center Suites,Excellent hotel with great amenities. The spa treatment was wonderful.,70,10,excel hotel great amen spa treatment wonder,43,7,27,3,70,10,6.363636363636363,3,0,0,2,0.028169014084507043,3,Service & Staff Quality
"Disgusting! Hair in the bed, stained sheets, and rude management.",2,negative,Sarah M.,2022-07-27,Budget Inn Express,"Disgusting! Hair in the bed, stained sheets, and rude management.",65,10,disgust hair bed stain sheet rude manag,39,7,26,3,65,10,5.909090909090909,3,1,0,2,0.030303030303030304,3,Service & Staff Quality
The hotel was dirty and outdated. The photos looked nothing like reality.,2,negative,Laura B.,2024-03-11,Crystal Palace Hotel,The hotel was dirty and outdated. The photos looked nothing like reality.,73,12,hotel dirti outdat photo look noth like realiti,47,8,26,4,73,12,5.615384615384615,3,0,0,2,0.02702702702702703,3,Service & Staff Quality
The best hotel I've ever stayed at. Everything was perfect from check-in to check-out.,4,positive,Emily R.,2024-08-01,Grand Plaza Hotel,The best hotel I've ever stayed at. Everything was perfect from check-in to check-out.,86,14,best hotel ever stay everyth perfect check check,48,8,38,6,86,14,5.733333333333333,3,0,0,3,0.034482758620689655,3,Service & Staff Quality
"The hotel was absolutely amazing! Great service, friendly staff, and perfect location. Good value.",5,positive,Michael B.,2021-04-04,Seaside Resort,"The hotel was absolutely amazing! Great service, friendly staff, and perfect location. Good value.",98,14,hotel absolut amaz great servic friend staff perfect locat good valu,68,11,30,3,98,14,6.533333333333333,4,1,0,3,0.030303030303030304,3,Service & Staff Quality
" Considering everything, the hotel was okay. nothing special but also nothing terrible.",3,neutral,Chris T.,2020-03-03,Golden Star Hotel," Considering everything, the hotel was okay. nothing special but also nothing terrible.",87,12,consid everyth hotel okay noth special also noth terribl,56,9,31,3,87,12,6.6923076923076925,3,0,0,1,0.011363636363636364,3,Service & Staff Quality
The hotel met our basic needs. The staff was polite but not memorable.,3,neutral,Michael B.,2021-07-15,Royal Palace Hotel,The hotel met our basic needs. The staff was polite but not memorable.,70,13,hotel met basic need staff polit memor,38,7,32,6,70,13,5.0,3,0,0,2,0.028169014084507043,3,Service & Staff Quality
"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back. Would recommend.",4,positive,Lisa P.,2024-05-19,Golden Star Hotel,"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back. Would recommend.",111,15,excel stay room clean comfort well equip definit come back would recommend,74,12,37,3,111,15,6.9375,5,1,0,4,0.03571428571428571,1,Cleanliness & Room Quality
Fantastic service and beautiful rooms. The location was perfect for sightseeing. Not bad.,5,positive,Emily R.,2022-11-03,Ocean Breeze Resort,Fantastic service and beautiful rooms. The location was perfect for sightseeing. Not bad.,89,13,fantast servic beauti room locat perfect sightse bad,52,8,37,5,89,13,6.357142857142857,4,0,0,3,0.03333333333333333,2,"Topic: beauti, perfect, servic"
"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",5,positive,Amanda C.,2020-06-26,Luxury Stay Hotel,"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",86,12,hotel absolut amaz great servic friend staff perfect locat,58,9,28,3,86,12,6.615384615384615,3,1,0,2,0.022988505747126436,3,Service & Staff Quality
Very clean and well-maintained hotel. The location was ideal for our trip.,5,positive,Rachel G.,2020-06-11,Park View Hotel,Very clean and well-maintained hotel. The location was ideal for our trip.,74,12,clean well maintain hotel locat ideal trip,42,7,32,5,74,12,5.6923076923076925,3,0,0,2,0.02666666666666667,1,Cleanliness & Room Quality
The hotel was okay. Nothing special but also nothing terrible.,3,neutral,Brian M.,2020-10-19,Harbor View Hotel,The hotel was okay. Nothing special but also nothing terrible.,62,10,hotel okay noth special also noth terribl,41,7,21,3,62,10,5.636363636363637,3,0,0,2,0.031746031746031744,3,Service & Staff Quality
Fantastic service and beautiful rooms. The location was perfect for sightseeing.,5,positive,Rachel G.,2021-06-23,Seaside Resort,Fantastic service and beautiful rooms. The location was perfect for sightseeing.,80,11,fantast servic beauti room locat perfect sightse,48,7,32,4,80,11,6.666666666666667,3,0,0,2,0.024691358024691357,2,"Topic: beauti, perfect, servic"
The hotel met our basic needs. The staff was polite but not memorable.,3,neutral,Rachel G.,2020-07-08,Seaside Resort,The hotel met our basic needs. The staff was polite but not memorable.,70,13,hotel met basic need staff polit memor,38,7,32,6,70,13,5.0,3,0,0,2,0.028169014084507043,3,Service & Staff Quality
Fantastic service and beautiful rooms. The location was perfect for sightseeing.,4,positive,Emily R.,2021-12-14,Harbor View Hotel,Fantastic service and beautiful rooms. The location was perfect for sightseeing.,80,11,fantast servic beauti room locat perfect sightse,48,7,32,4,80,11,6.666666666666667,3,0,0,2,0.024691358024691357,2,"Topic: beauti, perfect, servic"
The hotel was not as advertised. Misleading photos and rude staff.,2,negative,James W.,2024-07-18,City Center Suites,The hotel was not as advertised. Misleading photos and rude staff.,66,11,hotel advertis mislead photo rude staff,39,6,27,5,66,11,5.5,3,0,0,2,0.029850746268656716,3,Service & Staff Quality
The hotel was not as advertised. Misleading photos and rude staff.,2,negative,Rachel G.,2020-04-04,Golden Star Hotel,The hotel was not as advertised. Misleading photos and rude staff.,66,11,hotel advertis mislead photo rude staff,39,6,27,5,66,11,5.5,3,0,0,2,0.029850746268656716,3,Service & Staff Quality
Great value for money! The room was spacious and modern. Staff were very friendly. Not bad.,4,positive,Rachel G.,2020-04-27,City Center Suites,Great value for money! The room was spacious and modern. Staff were very friendly. Not bad.,91,16,great valu money room spacious modern staff friend bad,54,9,37,7,91,16,5.352941176470588,5,1,0,4,0.043478260869565216,3,Service & Staff Quality
"Perfect location, beautiful views, and exceptional service. Highly recommended!",4,positive,Kevin J.,2023-12-28,The Metropolitan,"Perfect location, beautiful views, and exceptional service. Highly recommended!",79,9,perfect locat beauti view except servic high recommend,54,8,25,1,79,9,7.9,3,1,0,2,0.025,2,"Topic: beauti, perfect, servic"
 I would say excellent hotel with great amenities. the spa treatment was wonderful.,5,positive,Megan R.,2020-08-26,Mountain View Inn, I would say excellent hotel with great amenities. the spa treatment was wonderful.,83,13,would say excel hotel great amen spa treatment wonder,53,9,30,4,83,13,5.928571428571429,3,0,0,1,0.011904761904761904,3,Service & Staff Quality
The room smelled bad and was not cleaned properly. Very disappointed. Worth the money.,1,negative,Emily R.,2023-04-25,Harbor View Hotel,The room smelled bad and was not cleaned properly. Very disappointed. Worth the money.,86,14,room smell bad clean proper disappoint worth money,50,8,36,6,86,14,5.733333333333333,4,0,0,3,0.034482758620689655,1,Cleanliness & Room Quality
"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",5,positive,Amanda C.,2022-06-09,Budget Inn Express,"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",86,12,hotel absolut amaz great servic friend staff perfect locat,58,9,28,3,86,12,6.615384615384615,3,1,0,2,0.022988505747126436,3,Service & Staff Quality
" Considering everything, beautiful hotel in a great location. the rooftop bar had amazing views.",5,positive,Rachel G.,2023-12-07,Royal Palace Hotel," Considering everything, beautiful hotel in a great location. the rooftop bar had amazing views.",96,14,consid everyth beauti hotel great locat rooftop bar amaz view,61,10,35,4,96,14,6.4,3,0,0,1,0.010309278350515464,3,Service & Staff Quality
The room smelled bad and was not cleaned properly. Very disappointed.,2,negative,Kevin J.,2024-12-19,Royal Palace Hotel,The room smelled bad and was not cleaned properly. Very disappointed.,69,11,room smell bad clean proper disappoint,38,6,31,5,69,11,5.75,3,0,0,2,0.02857142857142857,1,Cleanliness & Room Quality
" All things considered, an okay experience. the room was as expected for the price range.",3,neutral,Emily R.,2022-12-08,Ocean Breeze Resort," All things considered, an okay experience. the room was as expected for the price range.",89,15,thing consid okay experi room expect price rang,47,8,42,7,89,15,5.5625,3,0,0,1,0.011111111111111112,3,Service & Staff Quality
" Considering everything, the hotel served its purpose. basic but clean rooms.",3,neutral,Brian M.,2021-04-05,Grand Plaza Hotel," Considering everything, the hotel served its purpose. basic but clean rooms.",77,11,consid everyth hotel serv purpos basic clean room,49,8,28,3,77,11,6.416666666666667,3,0,0,1,0.01282051282051282,1,Cleanliness & Room Quality
" To be honest, the hotel met our basic needs. the staff was polite but not memorable.",3,neutral,Jennifer L.,2021-08-17,Budget Inn Express," To be honest, the hotel met our basic needs. the staff was polite but not memorable.",85,16,honest hotel met basic need staff polit memor,45,8,40,8,85,16,5.0,3,0,0,1,0.011627906976744186,3,Service & Staff Quality
" Overall, perfect location, beautiful views, and exceptional service. highly recommended!",5,positive,Emily R.,2022-10-16,Royal Gardens Hotel," Overall, perfect location, beautiful views, and exceptional service. highly recommended!",89,10,overal perfect locat beauti view except servic high recommend,61,9,28,1,89,10,8.090909090909092,3,1,0,1,0.011111111111111112,2,"Topic: beauti, perfect, servic"
The hotel served its purpose. Basic but clean rooms.,3,neutral,Jennifer L.,2022-07-26,Luxury Stay Hotel,The hotel served its purpose. Basic but clean rooms.,52,9,hotel serv purpos basic clean room,34,6,18,3,52,9,5.2,3,0,0,2,0.03773584905660377,1,Cleanliness & Room Quality
Average hotel with basic facilities. The location was good.,3,neutral,Ashley D.,2021-10-19,Sunset Beach Hotel,Average hotel with basic facilities. The location was good.,59,9,averag hotel basic facil locat good,35,6,24,3,59,9,5.9,3,0,0,2,0.03333333333333333,3,Service & Staff Quality
Beautiful hotel in a great location. The rooftop bar had amazing views.,4,positive,Eric S.,2024-11-24,Ocean Breeze Resort,Beautiful hotel in a great location. The rooftop bar had amazing views.,71,12,beauti hotel great locat rooftop bar amaz view,46,8,25,4,71,12,5.461538461538462,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
 I must say great for families but not ideal for business travelers. slow wifi.,4,positive,Emily R.,2023-08-06,Park View Hotel, I must say great for families but not ideal for business travelers. slow wifi.,79,14,must say great famili ideal busi travel slow wifi,49,9,30,5,79,14,5.266666666666667,3,0,0,1,0.0125,3,Service & Staff Quality
"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",4,positive,Daniel F.,2023-09-22,The Metropolitan,"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",86,12,hotel absolut amaz great servic friend staff perfect locat,58,9,28,3,86,12,6.615384615384615,3,1,0,2,0.022988505747126436,3,Service & Staff Quality
Amazing pool and facilities but the room was not soundproofed. Would recommend.,4,positive,Megan R.,2022-03-26,Golden Star Hotel,Amazing pool and facilities but the room was not soundproofed. Would recommend.,79,12,amaz pool facil room soundproof would recommend,47,7,32,5,79,12,6.076923076923077,3,0,0,2,0.025,3,Service & Staff Quality
Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,5,positive,David K.,2022-01-05,Sunset Beach Hotel,Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,87,12,outstand experi staff went beyond great breakfast amen,54,8,33,4,87,12,6.6923076923076925,4,1,0,3,0.03409090909090909,3,Service & Staff Quality
The hotel was okay for a one-night stay. Nothing remarkable.,3,neutral,Robert H.,2021-04-20,Harbor View Hotel,The hotel was okay for a one-night stay. Nothing remarkable.,60,10,hotel okay one night stay noth remark,37,7,23,3,60,10,5.454545454545454,3,0,0,2,0.03278688524590164,1,Cleanliness & Room Quality
Reasonable stay for the price. The breakfast was average.,3,neutral,Emily R.,2024-12-24,Mountain View Inn,Reasonable stay for the price. The breakfast was average.,57,9,reason stay price breakfast averag,34,5,23,4,57,9,5.7,3,0,0,2,0.034482758620689655,3,Service & Staff Quality
Wonderful hotel with great facilities. The pool and gym were excellent. Not bad.,5,positive,Amanda C.,2024-04-03,Crystal Palace Hotel,Wonderful hotel with great facilities. The pool and gym were excellent. Not bad.,80,13,wonder hotel great facil pool gym excel bad,43,8,37,5,80,13,5.714285714285714,4,0,0,3,0.037037037037037035,3,Service & Staff Quality
Very clean and well-maintained hotel. The location was ideal for our trip.,5,positive,Rachel G.,2020-08-23,Crystal Palace Hotel,Very clean and well-maintained hotel. The location was ideal for our trip.,74,12,clean well maintain hotel locat ideal trip,42,7,32,5,74,12,5.6923076923076925,3,0,0,2,0.02666666666666667,1,Cleanliness & Room Quality
"Perfect location, beautiful views, and exceptional service. Highly recommended!",4,positive,Rachel G.,2024-02-11,Budget Inn Express,"Perfect location, beautiful views, and exceptional service. Highly recommended!",79,9,perfect locat beauti view except servic high recommend,54,8,25,1,79,9,7.9,3,1,0,2,0.025,2,"Topic: beauti, perfect, servic"
Beautiful hotel in a great location. The rooftop bar had amazing views. Not bad.,5,positive,Michael B.,2020-04-05,Park View Hotel,Beautiful hotel in a great location. The rooftop bar had amazing views. Not bad.,80,14,beauti hotel great locat rooftop bar amaz view bad,50,9,30,5,80,14,5.333333333333333,4,0,0,3,0.037037037037037035,3,Service & Staff Quality
"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",4,positive,John D.,2020-01-13,City Center Suites,"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",86,12,hotel absolut amaz great servic friend staff perfect locat,58,9,28,3,86,12,6.615384615384615,3,1,0,2,0.022988505747126436,3,Service & Staff Quality
Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,4,positive,Robert H.,2024-08-09,Royal Palace Hotel,Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,87,12,outstand experi staff went beyond great breakfast amen,54,8,33,4,87,12,6.6923076923076925,4,1,0,3,0.03409090909090909,3,Service & Staff Quality
